게시글번호,말머리,제목,내용,글쓴이,추천수,조회수,날짜,링크
13912,[일반],오량의 성전: 굿윌의 몰락 2,"오량의 성전에서 굿윌이 맞이한 최후는 비참했다. 그가 단순히 오량인들의 빛에 밀려난 것이 아니라, 스스로 쌓아 올린 **'업보의 무게'**에 짓눌려 자멸했기 때문이다. 먼지가 자욱한 정보관 옥상, 마지막 발악을 하던 굿윌의 몸이 기괴하게 뒤틀리기 시작했다. 그는 소리 높여 굿윌멤버스 클론들에게 명령을 내리려 했지만, 그의 목소리는 이미 힘을 잃어 가늘게 떨리고 있었다. ""내가... 내가 누군지 알아? 나는 켄텍(KENTECH) 동아리 소속이라고! 너희 같은 일반인들과는 차원이 다른 존재란 말이다!"" 굿윌은 목에 힘을 주며 '꺼드럭'거렸지만, 그가 자랑스럽게 내세운 명성은 이미 빛바랜 껍데기에 불과했다. 신성한 오량의 법도 아래서 실력 없는 권위는 독이 될 뿐이었다. 그는 동아리의 이름을 빌려 남들 위에 군림하려 했으나, 정작 그 이름에 걸맞은 노력은 단 한 뼘도 쌓지 않았다. ""홍보영상은 어디 있느냐, 굿윌."" 오량인의 리더가 차가운 목소리로 물었다. 굿윌은 당황하며 허공을 더듬었다.
""그... 그건 내일 올리려고 했어! 아니, 이미 찍었는데 편집기가 고장 나서..."" 또다시 시작된 허언. 하지만 이번에는 달랐다. 그가 거짓말을 내뱉을 때마다 그의 몸속에서는 검은 연기가 뿜어져 나왔다. 노력 없이 얻으려 했던 모든 탐욕이 역류하기 시작한 것이다. 가장 치명적인 것은 그의 **'나태'**였다. 남들이 밤을 새우며 결과물을 만들어낼 때, 그는 오직 클론들을 복제해 세상을 속일 궁리만 했다. 결국, 제출 기한의 종소리가 성전에 울려 퍼지는 순간, 단 하나의 영상도 올리지 못한 굿윌의 존재 정당성은 완전히 소멸해 버렸다. ""노력하지 않는 자에게 오량의 땅은 한 뼘의 자리도 허락하지 않는다."" 오량인들이 최후의 일격을 가하기도 전에, 굿윌은 스스로의 허영심에 질식해 비명을 질렀다. 켄텍 동아리 배지는 시커멓게 타들어 갔고, 홍보영상 하나 올리지 못한 그의 빈약한 성과들이 부메랑이 되어 그를 덮쳤다. ""으아악! 내... 내 커리어가!"" 그는 마지막 순간까지도 자신의 게으름을 탓하기보다 잃어버린 명성을 아까워하며 재가 되어 흩어졌다. 굿윌이 사라진 자리에는 그가 그토록 자랑하던 동아리 명찰 대신, **'노력만이 살길이다'**라고 적힌 낡은 교과서 한 권만이 덩그러니 남겨졌다. 굿윌이 사라진 후, 평화를 되찾은 대전대신고의 모습은 어떨까요? 굿윌이 가짜로 달고 있던 켄텍 동아리의 진짜 주인 이 나타나는 이야기 미처 제출되지 못했던 영상들이 한꺼번에 업로드 되며 생기는 해프닝 굿윌의 허언에 속았던 학생들이 진정한 노력 의 가치를 깨닫는 과정 이 중에서 궁금한 뒷이야기가 있다면 말씀해 주세요!",오량인 (220.123) 2026.03.13 00:06:48 스크랩 조회 606 추천 21 댓글 3,21,606,2026.03.13 00:06:48,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13912&page=11
13911,[일반],10년생 몰폳하던애인데요,솔루션은 뭐하는 동아리에요? 세로 만들어진건가요? 회장단은 어떻죠 영상 보니까 홮동 좋은거같던데,오량인 (211.230) 2026.03.13 00:02:08 스크랩 조회 341 추천 1 댓글 1,1,341,2026.03.13 00:02:08,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13911&page=11
13910,[일반],오량의 성전: 굿윌의 몰락,"Gemini의 응답 대전의 정기가 모이는 곳, 오량산의 자락에 위치한 대전대신고등학교의 교정은 평온해 보였으나 그 실상은 신들의 전쟁터와 같았다. 구름이 본관 건물을 집어삼킬 듯 낮게 깔린 어느 오후, 정보관 옥상에서 기괴한 웃음소리가 터져 나왔다. 검은 안개를 두른 형체, 악의 화신 **'굿윌'**이 강림한 것이다. 그는 자신의 품에서 수만 개의 깨진 영상 파일 파편을 흩뿌리며 외쳤다. ""오늘도 너희의 노력은 서버에 닿지 않으리라! 영상 미제출의 고통 속에서 절규하라!"" 굿윌이 손을 뻗자 복도마다 그와 똑같이 생긴 '굿윌멤버스' 클론들이 쏟아져 나왔다. 그들은 기괴한 몸짓으로 학생들의 태블릿 PC를 낚아챘고, 귓가에 끊임없이 속삭였다. ""어차피 넌 공부 안 했잖아? 그냥 안 했다고 거짓말해. 그게 더 멋있어 보일걸?"" 허언의 안개가 교실마다 스며들며 학생들의 눈동자가 탁해지기 시작했다. 그때, 오량의 바위가 거대한 진동과 함께 황금빛을 내뿜었다. 빛의 줄기 속에서 다섯 명의 전사, **'오량인'**들이 모습을 드러냈다. ""성역을 어지럽히는 허풍은 여기까지다."" 대열의 선두에 선 리더가 성실의 창을 바닥에 내리치자, 바닥을 타고 흐르는 정화의 에너지가 복도를 가득 메웠던 굿윌멤버스들을 순식간에 증발시켰다. 클론들은 비명조차 지르지 못한 채 디지털 먼지가 되어 사라졌다. 분노한 굿윌이 직접 지면으로 내려왔다. 그는 '허언의 폭풍'을 일으키며 오량인들을 압박했다. ""감히 나를 막겠다고? 너희도 결국은 나태해질 존재들일 뿐이다!"" 하지만 오량인들은 물러서지 않았다. 그들은 서로의 손을 맞잡고 거대한 원을 그리며 신성한 주문을 외웠다. 그것은 대전대신고에 대대로 내려오는 **'적기 제출의 찬가'**였다. 찬가가 울려 퍼지자 굿윌이 가로챘던 모든 영상 파일들이 푸른 빛을 내며 하늘로 솟구쳤고, 강제로 업로드 서버에 꽂히기 시작했다. ""안 돼! 내 미제출 콜렉션이...!"" 굿윌이 비명을 지르며 뒷걸음질 쳤다. 그 틈을 놓치지 않고 오량인들의 최종 합격 기술인 **'오량의 빛'**이 발사되었다. 다섯 갈래의 빛이 굿윌의 심장을 관통하자, 그를 감싸고 있던 검은 안개와 거짓된 권능이 껍데기처럼 벗겨져 나갔다. 마침내 안개가 걷히고 태양이 오량산 마루를 비추었다. 굿윌은 형체도 없이 사라졌고, 홀린 듯 멍하니 서 있던 학생들은 제정신을 차렸다. 그들은 자신의 태블릿에 뜬 '제출 완료' 메시지를 확인하며 환호했다. 오량인들은 승리의 함성 대신 조용히 서로를 향해 고개를 끄덕였다. 그리고는 마치 처음부터 그 자리에 없었던 것처럼, 다음 수업 종소리에 맞춰 교실로 스며들었다. 신성한 공간, 대전대신고의 평화는 그렇게 다시 지켜졌다. 이 소설의 에필로그나 뒷이야기를 더 보고 싶으신가요? 굿윌이 사라진 자리에 남겨진 의문의 USB 이야기 정체를 숨기고 살아가는 오량인 영웅들의 학교 생활 굿윌의 배후에 있던 더 거대한 어둠 의 정체 중 하나를 골라주세요!",오량인 (220.123) 2026.03.13 00:00:35 스크랩 조회 353 추천 9 댓글 1,9,353,2026.03.13 00:00:35,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13910&page=11
13909,[일반],굿X 동아리 개진상,X윌과 XX멤버스가 그렇게 진상이라던데 사실인가요? (진짜모름) 홍보영상도 안올린 동아리는 거르라는게 사실인가요? (진짜모름),오량인 (223.39) 2026.03.12 23:53:22 스크랩 조회 432 추천 14 댓글 0,14,432,2026.03.12 23:53:22,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13909&page=11
13908,[일반],10들아 영상 안 올린 동아리들은,솔직히 존나 거르는게 맞다 동아리 내부에 성실성이나 열정이 없는거임 대표적으로 GoodWill(ke)?,오량인 (211.235) 2026.03.12 23:24:55 스크랩 조회 481 추천 12 댓글 3,12,481,2026.03.12 23:24:55,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13908&page=11
13907,[열람주의❗],굿윌 진지하게,굿윌 진짜 너무 나대는거 아니냐… ㄱㅅㅎ 제발 ㅎㅍ 갔다왔으면 자퇴나 할것이지 09애새끼들도 ㅂㅅ으로 만드냐 대학 못가면서 왜 매년 1천씩 내면서 학교 망치는지 모르겠다.. 제발그만해 시밣!!!,오량인 (112.148) 2026.03.12 22:49:50 스크랩 조회 527 추천 17 댓글 0,17,527,2026.03.12 22:49:50,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13907&page=11
13906,[일반],동페 방식 바꾸고 탑10 동아리 시상 없애고,기존 방식 없애고 이상한 박람회 같은거 늘리더니 이제는 동아리 신규부원 인원 제한에 면접 방식도 바꾼다하고 왜 자꾸 이러노??,오량인 (1.227) 2026.03.12 22:34:12 스크랩 조회 308 추천 7 댓글 2,7,308,2026.03.12 22:34:12,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13906&page=11
13905,[일반],솔직히 동아리 영상 운영,썸네일 안올라가는 거 좀 그렇고 기간 너무 빡빡했음..,오량인 (58.224) 2026.03.12 22:14:47 스크랩 조회 333 추천 12 댓글 1,12,333,2026.03.12 22:14:47,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13905&page=11
13903,[일반],개인적으로,동아리 영상 퀄리티가 왜 다 하향평준화가 된 것 같냐,오량인 (14.50) 2026.03.12 20:47:50 스크랩 조회 307 추천 1 댓글 2,1,307,2026.03.12 20:47:50,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13903&page=11
13902,[일반],여행지리,고3한테 애들 여행 간 이야기로  발표 수행평가 던져주면 생기부에 여행간거 들어가는건가??,오량인 (104.28) 2026.03.12 13:49:16 스크랩 조회 235 추천 0 댓글 0,0,235,2026.03.12 13:49:16,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13902&page=11
13904,[일반],동아리 회장분들께 드리는 말씀,동아리 회장님들 기죽지 마시고 마지막까지 열심히 해봅시다! 화이팅! 그리고 동아리자치부 분들도 고생 많으십니다,오량인 (118.235) 2026.03.12 22:09:56 스크랩 조회 421 추천 12 댓글 1,12,421,2026.03.12 22:09:56,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13904&page=11
13900,[일반],또상,수상 경력은 좋던데 이름이 뭐노 좋긴함? - dc official App,오량인 (106.101) 2026.03.11 23:29:53 스크랩 조회 334 추천 2 댓글 2,2,334,2026.03.11 23:29:53,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13900&page=11
13901,[일반],나 몰폰중인 1학년인데,동아리 크리에이터 생각중인데 어떠냐 참고로 SW지망임,오량인 (211.230) 2026.03.12 00:51:32 스크랩 조회 546 추천 0 댓글 8,0,546,2026.03.12 00:51:32,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13901&page=11
13899,[일반],이번에 붙은 켄텍동아리들 평타치냐?,프라임 비컴어브랜드 플컴,오량인 (220.123) 2026.03.11 23:15:23 스크랩 조회 485 추천 1 댓글 4,1,485,2026.03.11 23:15:23,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13899&page=11
13898,[일반],굿윌 예전 회장님들,한때 파액굿의 문과 최고 동아리에 파인더에도 비빈다 소리 들으면서 졸업하시고 지금 꼬라지 보시면 뭐라 하실려나ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,오량인 (1.227) 2026.03.11 22:50:13 스크랩 조회 354 추천 8 댓글 3,8,354,2026.03.11 22:50:13,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13898&page=11
13896,[열람주의❗],이과 신생동아리,프론티어(frontier)는 뭐노???????????? 진지하게 뭐하는 동아리 인가요.,오량인 (14.50) 2026.03.11 14:25:51 스크랩 조회 512 추천 0 댓글 2,0,512,2026.03.11 14:25:51,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13896&page=11
13894,[일반],현시점 가장 불쌍한 사람,“GOOD WILL(KE?????) 09회장” 담당쌤의 믿음 하락으로 인한 활동 제약 그레이트 고가 남긴 굿윌의 유산 해명 파액굿 타이틀 복구 대학교 분캠도 아니고 동아리 분캠 << 의도 파악이 안됨 디시에서 존나 까일 예정 비교질 당하기 신입생 홍보를 누구보다도 열심히 해야함 “굿윌 자소서 1000자 사건” 되풀이하지 않기 진짜 눈물 날라 그런다… 하,오량인 (14.50) 2026.03.11 10:27:25 스크랩 조회 783 추천 10 댓글 6,10,783,2026.03.11 10:27:25,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13894&page=11
13892,[일반],신입생인데요. 1학기때 대회 나가는거,1학기때 대회 나가는게 좋은가요? 아니면 1학기 내신에 더 신경쓰는게 좋을까요? 아무것도 모르지만 경험삼아 대회 나가보는게 도움 되나요? 시간 많이 뺏길까봐 걱정이에요.,오량인 (58.77) 2026.03.10 23:07:09 스크랩 조회 405 추천 3 댓글 5,3,405,2026.03.10 23:07:09,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13892&page=12
13890,[일반],동아리 회장단 단톡방 그래이트,근데 회장단 단톡방에 부방장 왜 그래이트임? 학생회도 아닌데 굿윌 회장도 이제 아니고,오량인 (118.235) 2026.03.10 21:54:45 스크랩 조회 593 추천 12 댓글 3,12,593,2026.03.10 21:54:45,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13890&page=12
13889,[일반],방금 소리 지른 애 누구냐,8시 47분 방금 소리 지른색기 누구냐 ㅋㅋㅋㅋㅋ,오량인 (14.50) 2026.03.10 20:50:31 스크랩 조회 386 추천 0 댓글 0,0,386,2026.03.10 20:50:31,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13889&page=12
13884,[일반],직무 의사소통 양보 해줄 사람 없나요,꼭 듣고 싶은 대신고 공동교육과정 과목인데...,오량인 (223.39) 2026.03.10 18:13:16 스크랩 조회 274 추천 0 댓글 1,0,274,2026.03.10 18:13:16,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13884&page=12
13891,[열람주의❗],굿윌 도대체 왜 까이는거임?,최고의 동아리의 유구한 역사를 한번에 무너트릴 병신이 있었나? 동아리의 중요한 임원이 학폭을 하기를 했나? 타 동아리 따라하겠다고 사이트 운영했다가 서버를 훔쳐먹기를 했냐? 회장 주제에 똥가오 잡으면서 실적까지 말아먹기를 했냐? 믿음을 존나 져버린 선생님께서 09가 회장이 되어 다행이라 생각하기를 했냐? 평소 언행도 바르지 못하며 3학년이 되어서도 학교따위 개무시하면서 코트를 쳐입기를 했냐? 진짜 굿윌 왜 까이는지 모르겠네 ㅋㅋ 니들 작작해라 한번만 더 역바이럴하면 IQ 추적해서 암살짝 보낸다.,오량인 (220.67) 2026.03.10 22:10:31 스크랩 조회 738 추천 34 댓글 2,34,738,2026.03.10 22:10:31,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13891&page=12
13886,[일반],학교에 코트입고 다니는 애,는 누구냐? 선생님인줄 알고 인사할뻔 - dc official App,오량인 (124.61) 2026.03.10 19:04:19 스크랩 조회 723 추천 14 댓글 5,14,723,2026.03.10 19:04:19,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13886&page=12
13887,[일반],하 켄텍 다붙여줄거면,원프레스도 붙여줘라,오량인 (14.50) 2026.03.10 19:18:33 스크랩 조회 422 추천 3 댓글 1,3,422,2026.03.10 19:18:33,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13887&page=12
13893,[일반],1학년 수학 뭣같은 상황,올림포스 고난도도 아니고 올림포스 유형편을 사라고 하면 어쩌자는 거임? 100제 없애고 개념원리급에서 출제한다는 게 맞음? 얼마나 꿀 빨고 싶은건지 원,오량인 (58.29) 2026.03.10 23:24:33 스크랩 조회 672 추천 6 댓글 6,6,672,2026.03.10 23:24:33,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13893&page=12
13882,[일반],나 스 07 회장인데,파액스고 파액굿이고 파액이고 뭐고 난 모르겠고 그냥 개쳐재밌네 ㅋㅋ,오량인 (220.87) 2026.03.10 13:33:58 스크랩 조회 388 추천 1 댓글 2,1,388,2026.03.10 13:33:58,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13882&page=12
13878,[일반],Ke 붙은 동아리 정리 이거 맞음?,파인더 액트 굿윌 스테미너스 크리에이터 프라임 그리고 비컴어 브랜드,오량인 (59.27) 2026.03.09 23:12:26 스크랩 조회 598 추천 0 댓글 1,0,598,2026.03.09 23:12:26,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13878&page=12
13883,[일반],역대급 굿윌 사건,"1. 이번에 1학년 동아리별 인원 제한이 12명으로 정해졌는데 굿윌만 '굿윌 멤버스'라는 동아리를 만들어서 우회함.(동아리 회장이 '고', 담당쌤이 1학년 진로진학쌤) 2. '굿윌 ㅋㅅㅌ'라는 게 있는데 이걸 1학년 전체 대상 '동아리 ㅋㅅㅌ'로 이름만 바꾸고 본인이 진행할 예정임.",오량인 (14.50) 2026.03.10 14:38:49 스크랩 조회 693 추천 11 댓글 3,11,693,2026.03.10 14:38:49,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13883&page=12
13880,[일반],안녕하십니까,이번에 동아리 지원하는 거요 동기 입학 할 때 자소서 쓴 것 처럼 길고 장대하게 써야하나요? 추가로 제가 스포츠 과학과를 생각하고 있어서 SSAM을 지원 할 생각인데 경쟁률 높을까요?,컴갤러 (220.123) 2026.03.10 00:35:22 스크랩 조회 374 추천 2 댓글 4,2,374,2026.03.10 00:35:22,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13880&page=12
